Date,Product_ID,Region,Supplier,Historical_Sales,Customer_Orders,Promotion,Seasonal_Factor,Inventory_Level,Production_Capacity,Production_Cost_Per_Unit,Selling_Price_Per_Unit,Available_Budget,Supplier_Lead_Time_Days,Supplier_Reliability,Delivery_Delay_Days,Machine_Utilization_Percent,Workforce_Availability_Percent,Market_Volatility,Predicted_Demand,Risk_Score,Risk_Level,Optimal_Production_Quantity,Expected_Revenue,Expected_Cost,Expected_Profit
2025-02-19,P005,East,Supplier_A,353.0,509,0,0.95,324.0,1165,583.72,872.71,496791.73,12,0.72,6.0,88.42,78.83,6.59,398,40.72,Medium,398,347338.58,232320.56,115018.02
2025-02-20,P002,North,Supplier_C,411.0,405,0,0.95,471.0,1351,370.77,496.92,827136.19,8,0.69,11.0,82.33,86.69,5.32,377,33.45,Low,377,187338.84,139780.29,47558.55
2025-02-21,P002,North,Supplier_B,619.0,713,1,0.95,204.0,611,580.15,935.12,512726.67,6,0.85,4.0,74.36,98.26,3.6,673,21.42,Low,425,397426.0,246563.75,150862.25
2025-02-22,P005,East,Supplier_A,815.0,933,1,0.95,817.0,808,659.09,949.11,656076.35,14,0.75,5.0,91.35,86.42,5.59,858,40.34,Medium,808,766880.88,532544.72,234336.16
2025-02-23,P004,North,Supplier_C,622.0,748,0,0.95,296.0,764,551.96,739.39,828004.79,18,0.82,3.0,56.18,83.28,2.51,548,12.92,Low,485,358604.15,267700.6,90903.55
2025-02-24,P002,South,Supplier_A,567.0,698,0,0.95,,893,473.91,754.11,386387.28,13,0.63,6.0,68.8,93.9,6.76,538,37.67,Medium,538,405711.18,254963.58,150747.6
2025-02-25,P004,West,Supplier_B,429.0,439,0,0.95,169.0,1118,637.32,861.41,888220.24,5,0.85,3.0,87.94,85.28,2.04,359,14.16,Low,359,309246.19,228797.88,80448.31
2025-02-26,P002,South,Supplier_C,809.0,838,0,0.95,482.0,677,623.88,856.36,706269.8,18,0.76,3.0,80.13,66.62,7.58,714,26.25,Low,677,579755.72,422366.76,157388.96
2025-02-27,P002,West,Supplier_A,808.0,821,0,0.95,1056.0,1033,540.46,855.93,572479.1,12,0.61,6.0,94.27,72.59,2.6,706,37.44,Medium,706,604286.58,381564.76,222721.82
2025-02-28,P003,North,Supplier_A,544.0,549,0,0.95,1093.0,1176,404.03,554.94,530098.37,13,0.63,9.0,92.78,89.33,9.98,485,51.17,Medium,485,269145.9,195954.55,73191.35
2025-03-01,P002,South,Supplier_A,652.0,634,0,0.95,1060.0,1213,437.85,619.15,870337.0,12,0.7,3.0,61.8,89.54,8.41,590,31.86,Low,590,365298.5,258331.5,106967.0
2025-03-02,P001,North,Supplier_A,446.0,508,0,0.95,550.0,1398,608.47,845.21,383721.14,8,0.61,6.0,93.88,99.48,4.09,406,40.78,Medium,406,343155.26,247038.82,96116.44
2025-03-03,P005,West,Supplier_A,496.0,512,0,0.95,1099.0,1282,632.13,819.59,452594.12,14,0.71,3.0,92.82,85.08,4.84,473,36.5,Medium,473,387666.07,298997.49,88668.58
2025-03-04,P005,East,Supplier_B,733.0,837,0,0.95,177.0,676,447.74,566.64,450065.29,6,0.87,3.0,69.94,95.98,3.33,669,11.07,Low,573,324684.72,256555.02,68129.7
2025-03-05,P004,East,Supplier_A,519.0,587,1,0.95,616.0,647,478.79,737.25,437854.12,15,0.7,8.0,94.32,62.18,7.9,571,50.41,Medium,571,420969.75,273389.09,147580.66
2025-03-06,P002,South,Supplier_B,588.0,674,0,0.95,1131.0,1366,377.17,568.79,554549.73,4,0.97,48.0,56.43,82.65,4.43,635,10.19,Low,635,361181.65,239502.95,121678.7
2025-03-07,P001,North,Supplier_C,706.0,847,1,0.95,250.0,681,599.71,817.37,892966.5,6,0.67,5.0,81.43,96.79,7.8,720,32.29,Low,593,484700.41,355628.03,129072.38
2025-03-08,P004,North,Supplier_C,598.0,594,0,0.95,700.0,1320,351.25,480.59,827711.4,14,0.89,5.0,65.65,71.49,1.17,510,12.4,Low,510,245100.9,179137.5,65963.4
2025-03-09,P003,South,Supplier_B,782.0,806,1,0.95,951.0,808,366.29,596.32,463167.22,8,0.81,6.0,60.18,66.2,2.22,726,21.8,Low,726,432928.32,265926.54,167001.78
2025-03-10,P004,East,Supplier_A,435.0,424,1,0.95,502.0,1044,351.52,578.27,524865.58,8,0.77,4.0,78.1,74.02,4.28,473,21.31,Low,473,273521.71,166268.96,107252.75
2025-03-11,P004,West,Supplier_B,629.0,730,0,0.95,445.0,1195,575.86,828.88,685162.49,6,0.84,8.0,67.25,91.69,1.98,590,21.9,Low,581,481579.28,334574.66,147004.62
2025-03-12,P002,South,Supplier_B,585.0,743,0,0.95,502.0,1121,496.09,779.35,261148.59,5,0.81,5.0,81.67,63.39,6.41,574,28.76,Low,526,409938.1,260943.34,148994.76
2025-03-13,P003,West,Supplier_B,811.0,786,1,0.95,1057.0,628,454.14,701.5,783099.88,9,0.9,,76.6,84.01,1.46,767,20.07,Low,628,440542.0,285199.92,155342.08
2025-03-14,P004,East,Supplier_A,433.0,530,0,0.95,1168.0,903,669.45,916.43,821868.74,9,0.86,0.0,70.7,65.43,8.74,384,22.14,Low,384,351909.12,257068.8,94840.32
2025-03-15,P001,North,Supplier_C,542.0,638,0,0.95,604.0,1064,417.48,531.63,807180.22,11,0.86,0.0,62.27,77.42,7.85,511,20.8,Low,511,271662.93,213332.28,58330.65
2025-03-16,P001,East,Supplier_B,693.0,810,0,0.95,861.0,1101,486.28,635.58,493785.35,4,0.94,1.0,79.05,98.64,2.95,603,12.87,Low,603,383254.74,293226.84,90027.9
2025-03-17,P005,South,Supplier_A,452.0,489,0,0.95,1129.0,1045,679.11,1076.61,550299.68,8,0.85,6.0,88.17,67.81,5.35,438,30.17,Low,438,471555.18,297450.18,174105.0
2025-03-18,P003,North,Supplier_B,607.0,599,0,0.95,888.0,1227,499.49,770.46,258052.41,4,0.88,3.0,79.0,61.36,5.07,482,19.44,Low,482,371361.72,240754.18,130607.54
2025-03-19,P003,South,Supplier_B,670.0,780,1,0.95,1126.0,1089,544.14,824.77,509606.98,7,0.91,4.0,79.42,77.09,7.52,714,18.37,Low,714,588885.78,388515.96,200369.82
2025-03-20,P005,South,Supplier_C,544.0,481,0,0.95,382.0,1380,378.12,492.41,549277.43,7,0.72,4.0,75.47,83.11,4.61,440,25.05,Low,440,216660.4,166372.8,50287.6
2025-03-21,P004,East,Supplier_B,438.0,404,0,0.95,1173.0,1027,626.56,943.58,839533.29,6,0.97,1.0,70.53,71.9,1.3,352,2.93,Low,352,332140.16,220549.12,111591.04
2025-03-22,P003,South,Supplier_C,653.0,691,1,0.95,251.0,1158,497.97,776.27,831091.99,17,0.86,3.0,73.3,81.67,3.46,622,14.83,Low,622,482839.94,309737.34,173102.6
2025-03-23,P001,East,Supplier_A,606.0,670,0,0.95,1102.0,958,630.18,1004.66,877963.09,8,0.87,0.0,94.58,98.14,5.2,554,27.3,Low,554,556581.64,349119.72,207461.92
2025-03-24,P001,North,Supplier_B,592.0,606,1,0.95,630.0,690,438.83,550.86,825318.24,5,0.84,8.0,84.99,72.47,9.77,573,39.52,Medium,573,315642.78,251449.59,64193.19
2025-03-25,P002,East,Supplier_B,603.0,632,0,0.95,257.0,652,497.87,758.65,255330.46,8,0.86,6.0,72.22,72.38,8.93,545,33.28,Low,512,388428.8,254909.44,133519.36
2025-03-26,P003,North,Supplier_A,546.0,670,0,0.95,1122.0,1329,625.29,786.39,666949.55,11,0.79,7.0,73.29,79.31,2.63,496,25.27,Low,496,390049.44,310143.84,79905.6
2025-03-27,P004,East,Supplier_A,467.0,509,1,0.95,853.0,1188,690.86,1058.92,294354.49,15,0.76,8.0,74.99,80.61,7.51,511,34.09,Low,426,451099.92,294306.36,156793.56
2025-03-28,P005,West,Supplier_C,466.0,417,0,0.95,484.0,803,370.87,557.88,427186.29,8,0.78,3.0,81.37,60.05,9.43,326,33.34,Low,326,181868.88,120903.62,60965.26
2025-03-29,P005,West,Supplier_A,910.0,915,1,0.95,235.0,1155,634.36,830.59,625899.96,11,0.83,5.0,73.64,84.64,1.08,930,9.11,Low,682,566462.38,432633.52,133828.86
2025-03-30,P004,South,Supplier_B,655.0,725,1,0.95,883.0,755,455.24,708.56,705398.98,5,0.82,2.0,82.45,99.89,7.49,730,27.46,Low,730,517248.8,332325.2,184923.6
2025-03-31,P002,East,Supplier_A,827.0,884,1,0.95,1024.0,601,542.76,693.29,675510.82,14,0.69,6.0,68.17,71.68,5.13,822,33.32,Low,601,416667.29,326198.76,90468.53
2025-04-01,P005,East,Supplier_A,502.0,569,0,0.95,513.0,956,451.53,713.67,281887.94,14,0.87,0.0,71.43,85.23,7.12,561,16.71,Low,561,400368.87,253308.33,147060.54
2025-04-02,P003,North,Supplier_A,826.0,1037,1,0.95,,1168,564.71,765.05,317342.52,9,0.87,2.0,89.56,60.18,6.45,921,30.04,Low,450,344272.5,254119.5,90153.0
2025-04-03,P002,South,Supplier_C,622.0,741,0,0.95,709.0,657,473.83,722.85,333581.43,10,0.77,0.0,68.16,84.17,9.86,580,27.56,Low,580,419253.0,274821.4,144431.6
2025-04-04,P003,East,Supplier_C,349.0,388,0,0.95,266.0,853,466.77,755.92,309419.34,12,0.67,,93.58,77.88,3.6,298,31.35,Low,298,225264.16,139097.46,86166.7
2025-04-05,P001,South,Supplier_C,669.0,702,1,0.95,1023.0,779,363.28,503.48,365852.38,15,0.65,6.0,61.9,81.21,8.08,664,41.93,Medium,664,334310.72,241217.92,93092.8
2025-04-06,P002,West,Supplier_B,409.0,433,0,0.95,1064.0,1092,401.44,582.55,697517.06,10,0.91,0.0,64.67,81.76,3.11,343,9.72,Low,343,199814.65,137693.92,62120.73
2025-04-07,P005,East,Supplier_A,438.0,555,1,0.95,1117.0,1268,670.98,963.02,790044.21,9,0.76,5.0,73.55,67.08,4.92,509,28.29,Low,509,490177.18,341528.82,148648.36
2025-04-08,P002,East,Supplier_B,836.0,817,1,0.95,1148.0,634,699.4,918.34,515729.03,8,0.93,6.0,86.9,90.8,9.78,822,29.18,Low,634,582227.56,443419.6,138807.96
2025-04-09,P002,South,Supplier_B,477.0,529,1,0.95,193.0,674,623.18,926.12,700307.98,9,0.83,1.0,84.26,82.22,7.9,476,25.22,Low,476,440833.12,296633.68,144199.44
2025-04-10,P002,East,Supplier_C,361.0,399,0,0.95,658.0,888,450.38,696.83,380010.57,12,0.91,1.0,61.98,70.81,3.84,373,14.66,Low,373,259917.59,167991.74,91925.85
2025-04-11,P002,South,Supplier_A,609.0,608,1,0.95,998.0,970,490.86,793.6,882632.1,15,0.65,8.0,64.47,97.5,6.57,653,37.51,Medium,653,518220.8,320531.58,197689.22
2025-04-12,P003,East,Supplier_B,679.0,715,0,0.95,1066.0,1186,608.83,968.24,477498.39,10,0.85,1.0,78.01,60.51,1.45,676,9.6,Low,676,654530.24,411569.08,242961.16
2025-04-13,P001,North,Supplier_A,554.0,563,1,0.95,1047.0,928,688.98,1001.78,799813.49,7,,0.0,66.81,89.04,3.4,592,14.21,Low,592,593053.76,407876.16,185177.6
2025-04-14,P004,South,Supplier_A,566.0,516,0,0.95,948.0,1189,509.41,783.27,864488.14,13,0.8,2.0,71.89,75.25,7.47,516,22.95,Low,516,404167.32,262855.56,141311.76
2025-04-15,P002,East,Supplier_B,570.0,604,0,0.95,1025.0,1366,640.33,1005.52,812064.08,10,0.94,4.0,74.46,80.9,6.13,469,23.31,Low,469,471588.88,300314.77,171274.11
2025-04-16,P005,West,Supplier_B,529.0,525,0,0.95,435.0,1376,691.27,1000.54,293593.97,4,0.91,0.0,78.77,71.66,5.23,483,13.42,Low,424,424228.96,293098.48,131130.48
2025-04-17,P002,East,Supplier_B,758.0,743,0,0.95,833.0,903,655.72,849.93,672699.65,8,0.87,0.0,65.04,72.85,7.22,602,17.19,Low,602,511657.86,394743.44,116914.42
2025-04-18,P005,West,Supplier_B,506.0,561,0,0.95,968.0,1178,429.5,612.11,328058.96,8,0.86,7.0,61.53,60.61,4.59,428,21.28,Low,428,261983.08,183826.0,78157.08
2025-04-19,P003,West,Supplier_B,483.0,613,1,0.95,270.0,820,352.81,559.91,253680.95,4,0.95,0.0,70.94,89.19,1.24,645,4.24,Low,522,292273.02,184166.82,108106.2
2025-04-20,P005,North,Supplier_C,556.0,513,0,0.95,1094.0,763,522.23,777.42,283659.24,15,0.76,4.0,58.28,88.43,4.97,461,23.26,Low,461,358390.62,240748.03,117642.59
2025-04-21,P004,South,Supplier_C,470.0,496,0,0.95,1167.0,1079,535.98,825.29,845496.98,14,0.92,6.0,76.07,86.17,9.12,419,30.52,Low,419,345796.51,224575.62,121220.89
2025-04-22,P001,East,Supplier_C,560.0,656,0,0.95,1056.0,1054,420.44,556.71,840501.28,6,0.74,10.0,88.58,95.12,8.71,550,46.62,Medium,550,306190.5,231242.0,74948.5
2025-04-23,P005,North,Supplier_C,,558,0,0.95,162.0,974,449.64,735.49,396785.85,8,0.93,4.0,59.76,96.05,4.68,454,16.09,Low,285,209614.65,128147.4,81467.25
2025-04-24,P005,East,Supplier_A,338.0,334,0,0.95,752.0,819,617.8,872.11,605589.79,12,0.82,7.0,59.51,82.26,1.2,255,19.41,Low,255,222388.05,157539.0,64849.05
2025-04-25,P001,West,Supplier_B,556.0,575,0,0.95,,1283,514.62,777.82,870768.37,9,0.87,0.0,58.21,87.39,6.73,460,17.07,Low,460,357797.2,236725.2,121072.0
2025-04-26,P004,South,Supplier_B,470.0,520,0,0.95,735.0,853,461.07,579.82,572858.98,10,0.81,1.0,88.91,60.44,7.67,456,32.35,Low,456,264397.92,210247.92,54150.0
2025-04-27,P002,East,Supplier_A,541.0,540,0,0.95,597.0,1321,567.92,738.82,505825.58,8,0.78,9.0,58.23,93.85,3.65,484,28.33,Low,484,357588.88,274873.28,82715.6
2025-04-28,P005,East,Supplier_C,384.0,416,0,0.95,990.0,787,578.47,904.04,564111.65,11,0.8,3.0,94.34,92.66,5.29,374,33.94,Low,374,338110.96,216347.78,121763.18
2025-04-29,P001,West,Supplier_A,667.0,671,0,0.95,739.0,790,619.29,1013.89,763640.25,11,0.65,1.0,,60.81,9.93,610,34.04,Low,610,618472.9,377766.9,240706.0
2025-04-30,P003,East,Supplier_C,614.0,656,0,0.95,1038.0,988,404.85,557.89,560230.46,15,0.71,6.0,68.15,81.71,6.19,557,29.59,Low,557,310744.73,225501.45,85243.28
2025-05-01,P001,East,Supplier_B,847.0,893,1,0.95,192.0,814,609.53,770.98,759130.49,5,0.9,1.0,58.67,96.27,4.16,856,16.0,Low,593,457191.14,361451.29,95739.85
2025-05-02,P003,West,Supplier_B,1005.0,1061,1,0.95,669.0,974,559.8,780.56,530603.34,10,0.96,1.0,78.43,67.26,6.65,1005,17.99,Low,924,721237.44,517255.2,203982.24
2025-05-03,P004,North,Supplier_B,674.0,788,0,0.95,1186.0,685,370.15,465.27,413803.69,9,0.89,0.0,78.44,74.11,2.62,621,6.62,Low,621,288932.67,229863.15,59069.52
2025-05-04,P002,West,Supplier_C,704.0,788,1,0.95,874.0,1073,622.11,825.51,462207.27,11,0.86,0.0,74.75,73.24,2.79,728,9.88,Low,728,600971.28,452896.08,148075.2
2025-05-05,P001,North,Supplier_B,780.0,763,0,0.95,772.0,1217,484.08,750.8,300585.25,5,0.86,3.0,67.44,74.24,9.32,701,32.01,Low,620,465496.0,300129.6,165366.4
2025-05-06,P005,South,Supplier_B,630.0,757,0,0.95,1137.0,1130,465.63,756.57,573297.74,7,0.93,0.0,69.74,61.68,3.15,649,12.05,Low,649,491013.93,302193.87,188820.06
2025-05-07,P004,North,Supplier_A,815.0,905,1,0.95,952.0,646,506.83,651.27,346272.1,15,,5.0,67.82,71.16,3.8,784,25.14,Low,646,420720.42,327412.18,93308.24
2025-05-08,P001,North,Supplier_B,413.0,445,0,0.95,684.0,664,471.16,694.09,777505.55,6,0.8,5.0,72.05,71.79,5.89,454,26.07,Low,454,315116.86,213906.64,101210.22
2025-05-09,P005,South,Supplier_A,926.0,913,1,0.95,451.0,1074,468.4,633.07,523383.87,15,0.6,5.0,68.67,94.63,9.1,931,41.71,Medium,622,393769.54,291344.8,102424.74
2025-05-10,P001,North,Supplier_B,377.0,486,0,0.95,676.0,745,632.83,826.24,747251.51,10,0.93,0.0,82.02,74.08,8.03,380,23.36,Low,380,313971.2,240475.4,73495.8
2025-05-11,P003,West,Supplier_B,588.0,681,0,0.95,609.0,1397,393.58,526.45,870399.28,8,0.83,2.0,66.83,77.89,1.39,514,12.46,Low,514,270595.3,202300.12,68295.18
2025-05-12,P001,North,Supplier_B,618.0,772,0,0.95,981.0,981,689.71,1021.53,802160.67,6,0.89,5.0,69.03,75.23,7.24,573,26.58,Low,573,585336.69,395203.83,190132.86
2025-05-13,P001,South,Supplier_A,700.0,696,1,0.95,654.0,665,544.23,694.47,868451.39,15,0.86,0.0,,64.83,5.54,727,19.47,Low,665,461822.55,361912.95,99909.6
2025-05-14,P001,West,Supplier_A,596.0,720,0,0.95,1081.0,1116,414.02,589.44,619158.74,10,0.75,3.0,55.16,99.61,5.28,576,27.51,Low,576,339517.44,238475.52,101041.92
2025-05-15,P004,South,Supplier_B,556.0,649,1,0.95,474.0,692,395.93,516.33,357460.88,4,0.91,5.0,74.68,93.03,7.22,565,23.75,Low,565,291726.45,223700.45,68026.0
2025-05-16,P001,South,Supplier_A,825.0,895,0,0.95,728.0,1025,557.03,757.04,858007.37,12,0.7,3.0,65.23,81.64,2.77,724,21.43,Low,724,548096.96,403289.72,144807.24
2025-05-17,P005,East,Supplier_A,813.0,737,0,0.95,910.0,1067,571.55,758.05,814527.85,9,0.81,4.0,57.25,79.05,9.83,667,29.99,Low,667,505619.35,381223.85,124395.5
2025-05-18,P003,East,Supplier_A,366.0,411,0,0.95,1000.0,693,368.56,590.87,811868.44,15,0.77,9.0,91.44,85.97,6.81,304,41.83,Medium,304,179624.48,112042.24,67582.24
2025-05-19,P003,South,Supplier_C,315.0,371,0,0.95,1109.0,1217,435.05,667.02,700628.38,9,0.76,5.0,67.9,73.06,4.29,300,23.21,Low,300,200106.0,130515.0,69591.0
2025-05-20,P001,South,Supplier_B,577.0,589,1,0.95,651.0,732,628.41,1003.81,656195.57,7,0.92,8.0,72.04,62.01,6.4,565,25.43,Low,565,567152.65,355051.65,212101.0
2025-05-21,P004,South,Supplier_B,585.0,547,0,0.95,483.0,1033,367.37,515.56,259570.53,10,0.92,6.0,88.09,76.17,2.95,528,22.38,Low,528,272215.68,193971.36,78244.32
2025-05-22,P004,East,Supplier_A,882.0,910,1,0.95,433.0,940,649.28,893.0,736235.14,12,0.77,2.0,61.67,99.36,6.7,829,27.54,Low,729,650997.0,473325.12,177671.88
2025-05-23,P005,East,Supplier_A,661.0,635,1,0.95,624.0,913,580.36,813.8,309497.83,14,0.72,1.0,89.01,67.29,1.25,697,22.76,Low,533,433755.4,309331.88,124423.52
2025-05-24,P001,North,Supplier_C,451.0,449,0,0.95,781.0,1190,502.05,631.29,418838.11,15,0.88,0.0,64.67,81.11,4.07,500,9.1,Low,500,315645.0,251025.0,64620.0
2025-05-25,P003,North,Supplier_B,636.0,814,0,0.95,852.0,811,471.25,725.67,608468.69,5,0.88,3.0,78.56,60.34,7.73,649,25.66,Low,649,470959.83,305841.25,165118.58
2025-05-26,P004,South,Supplier_A,592.0,599,0,0.95,558.0,1119,356.74,495.84,543626.18,14,0.62,8.0,82.43,64.88,8.27,504,41.92,Medium,504,249903.36,179796.96,70106.4
2025-05-27,P001,West,Supplier_A,678.0,762,0,0.95,1131.0,758,638.83,878.6,260253.35,7,0.77,6.0,91.2,83.49,3.28,610,28.39,Low,407,357590.2,260003.81,97586.39
2025-05-28,P004,West,Supplier_A,529.0,540,0,0.95,708.0,867,399.95,595.63,785590.29,7,0.85,0.0,79.31,71.9,5.85,428,14.27,Low,428,254929.64,171178.6,83751.04
2025-05-29,P004,East,Supplier_B,584.0,688,0,0.95,371.0,1260,458.34,652.91,821220.62,7,0.96,0.0,73.13,96.23,5.76,587,13.63,Low,560,365629.6,256670.4,108959.2
2025-05-30,P003,East,Supplier_C,696.0,756,0,0.95,307.0,1202,549.19,901.96,693217.41,13,0.81,5.0,77.89,76.25,4.79,641,26.61,Low,612,551999.52,336104.28,215895.24
2025-05-31,P002,East,Supplier_A,529.0,480,0,0.95,497.0,1347,436.1,607.27,601694.11,12,0.66,12.0,63.08,68.32,3.06,383,34.09,Low,383,232584.41,167026.3,65558.11
2025-06-01,P005,South,Supplier_A,699.0,864,0,1.1,1038.0,1073,524.0,783.67,874479.6,11,0.76,1.0,82.56,81.82,7.33,661,30.24,Low,661,518005.87,346364.0,171641.87
2025-06-02,P005,West,Supplier_A,669.0,666,0,1.1,1071.0,1009,633.27,870.53,327971.54,8,0.82,3.0,62.48,91.8,3.27,565,17.75,Low,517,450064.01,327400.59,122663.42
2025-06-03,P003,North,Supplier_C,664.0,779,0,1.1,811.0,1073,514.69,847.3,729641.53,16,0.68,5.0,77.29,60.78,9.2,690,30.98,Low,690,584637.0,355136.1,229500.9
2025-06-04,P004,South,Supplier_A,825.0,1026,1,1.1,554.0,955,682.14,974.13,333434.4,12,0.63,7.0,80.9,80.22,5.76,893,37.58,Medium,488,475375.44,332884.32,142491.12
2025-06-05,P001,North,Supplier_C,976.0,947,0,1.1,826.0,1279,646.63,972.31,498199.12,17,0.83,0.0,90.94,90.94,8.83,922,31.04,Low,770,748678.7,497905.1,250773.6
2025-06-06,P004,North,Supplier_B,411.0,429,0,1.1,738.0,792,466.56,606.85,630564.93,4,0.88,2.0,73.01,64.14,3.62,382,12.11,Low,382,231816.7,178225.92,53590.78
2025-06-07,P003,South,Supplier_B,735.0,735,1,1.1,707.0,1298,489.99,756.16,729107.0,10,0.88,6.0,86.01,96.11,8.26,804,35.18,Medium,804,607952.64,393951.96,214000.68
2025-06-08,P005,North,Supplier_A,447.0,523,0,1.1,1054.0,870,498.16,676.34,252415.47,14,0.79,0.0,61.7,70.58,2.02,445,12.84,Low,445,300971.3,221681.2,79290.1
2025-06-09,P004,West,Supplier_A,875.0,913,0,1.1,628.0,713,569.16,813.58,419388.63,14,0.75,7.0,61.25,66.82,7.9,859,34.35,Low,713,580082.54,405811.08,174271.46
2025-06-10,P005,North,Supplier_B,729.0,772,0,1.1,636.0,1122,450.38,722.07,599830.25,5,0.9,0.0,75.99,83.57,4.48,668,13.25,Low,668,482342.76,300853.84,181488.92
2025-06-11,P001,West,Supplier_C,718.0,779,0,1.1,715.0,654,689.24,1129.13,596367.89,8,0.67,,78.85,67.0,5.23,667,29.87,Low,654,738451.02,450762.96,287688.06
2025-06-12,P005,West,Supplier_B,899.0,932,0,1.1,673.0,1369,563.04,799.42,664457.18,7,0.88,4.0,80.29,87.19,2.5,830,20.33,Low,830,663518.6,467323.2,196195.4
2025-06-13,P005,West,Supplier_B,959.0,862,0,1.1,853.0,664,489.79,775.79,447504.83,7,0.82,4.0,84.83,79.6,1.17,883,18.68,Low,664,515124.56,325220.56,189904.0
2025-06-14,P002,East,Supplier_A,717.0,740,0,1.1,1179.0,1283,575.75,731.97,601344.01,10,0.83,2.0,66.8,64.4,7.0,640,23.78,Low,640,468460.8,368480.0,99980.8
2025-06-15,P002,North,Supplier_C,1027.0,950,0,1.1,970.0,871,488.39,776.07,373361.41,8,0.66,8.0,79.9,96.5,6.29,902,35.92,Medium,764,592917.48,373129.96,219787.52
2025-06-16,P002,South,Supplier_C,688.0,724,1,1.1,1007.0,1101,636.23,955.49,371466.94,10,0.74,1.0,62.53,86.93,6.6,738,20.0,Low,583,557050.67,370922.09,186128.58
2025-06-17,P005,South,Supplier_A,901.0,932,1,1.1,734.0,1261,548.74,793.19,624766.58,11,0.85,5.0,63.76,81.84,3.3,951,16.83,Low,951,754323.69,521851.74,232471.95
2025-06-18,P003,North,Supplier_C,475.0,526,0,1.1,835.0,961,364.69,585.69,695557.18,18,0.87,1.0,57.69,74.97,3.15,456,9.08,Low,456,267074.64,166298.64,100776.0
2025-06-19,P005,East,Supplier_B,517.0,554,1,1.1,381.0,745,411.86,654.09,328259.98,4,0.89,3.0,84.88,65.39,8.47,613,24.79,Low,613,400957.17,252470.18,148486.99
2025-06-20,P003,East,Supplier_B,600.0,544,0,1.1,419.0,808,652.75,893.47,329813.44,9,0.9,1.0,75.28,88.3,7.85,519,16.33,Low,505,451202.35,329638.75,121563.6
2025-06-21,P003,West,Supplier_B,583.0,663,0,1.1,,885,547.01,856.94,617446.75,4,0.97,5.0,64.53,92.55,4.03,612,13.6,Low,612,524447.28,334770.12,189677.16
2025-06-22,P002,North,Supplier_C,610.0,773,1,1.1,1023.0,609,682.62,880.44,425562.24,7,0.9,3.0,77.25,65.03,6.74,748,21.29,Low,609,536187.96,415715.58,120472.38
2025-06-23,P004,North,Supplier_B,426.0,476,0,1.1,201.0,1338,375.35,592.72,505059.42,7,0.96,3.0,69.17,79.78,8.45,406,17.98,Low,406,240644.32,152392.1,88252.22
2025-06-24,P001,South,Supplier_A,736.0,818,0,1.1,265.0,785,453.34,689.16,510486.49,8,0.86,5.0,88.49,79.39,9.0,741,38.32,Medium,421,290136.36,190856.14,99280.22
2025-06-25,P002,North,Supplier_A,815.0,794,0,1.1,687.0,1173,417.74,536.86,366059.36,14,0.82,3.0,76.13,74.0,1.05,713,13.94,Low,713,382781.18,297848.62,84932.56
2025-06-26,P002,East,Supplier_C,897.0,890,0,1.1,690.0,1196,543.84,828.39,250854.51,15,0.83,4.0,56.19,91.57,8.32,836,27.74,Low,461,381887.79,250710.24,131177.55
2025-06-27,P004,North,Supplier_A,729.0,772,1,1.1,1192.0,1063,483.98,717.36,804548.68,11,0.66,7.0,94.4,63.98,4.15,759,47.94,Medium,759,544476.24,367340.82,177135.42
2025-06-28,P001,South,Supplier_B,652.0,820,1,1.1,964.0,733,405.05,602.64,714751.28,9,0.9,4.0,57.97,68.2,7.47,772,23.22,Low,733,441735.12,296901.65,144833.47
2025-06-29,P005,West,Supplier_B,1003.0,1016,1,1.1,940.0,770,574.96,785.59,698850.06,6,0.8,2.0,82.84,60.06,4.34,1016,23.7,Low,770,604904.3,442719.2,162185.1
2025-06-30,P005,South,Supplier_B,888.0,927,1,1.1,767.0,812,537.7,729.44,605228.34,6,0.98,0.0,72.49,74.92,6.46,901,14.35,Low,812,592305.28,436612.4,155692.88
2025-07-01,P002,South,Supplier_B,2771.0,391,0,1.1,568.0,1129,446.16,693.79,705630.28,7,0.88,6.0,64.97,71.65,6.82,323,30.26,Low,323,224094.17,144109.68,79984.49
2025-07-02,P001,West,Supplier_C,868.0,892,0,1.1,458.0,1101,517.92,700.6,858197.45,14,0.73,7.0,82.06,94.68,4.64,807,33.63,Low,791,554174.6,409674.72,144499.88
2025-07-03,P002,South,Supplier_A,482.0,523,0,1.1,1013.0,1171,611.01,872.83,682687.93,12,0.68,,60.04,89.83,5.62,515,26.89,Low,515,449507.45,314670.15,134837.3
2025-07-04,P003,South,Supplier_A,637.0,697,0,1.1,335.0,1199,421.85,644.55,422309.41,14,0.8,9.0,89.33,63.38,7.54,629,40.54,Medium,629,405421.95,265343.65,140078.3
2025-07-05,P002,North,Supplier_A,804.0,770,0,1.1,410.0,626,452.52,580.06,620864.03,13,0.77,2.0,65.02,89.64,5.29,682,18.26,Low,525,304531.5,237573.0,66958.5
2025-07-06,P002,North,Supplier_C,864.0,895,1,1.1,309.0,667,471.14,700.97,537510.86,15,0.81,4.0,69.46,87.02,1.13,895,15.21,Low,548,384131.56,258184.72,125946.84
2025-07-07,P005,West,Supplier_B,,604,0,1.1,1019.0,1389,611.35,908.31,611672.44,9,0.98,4.0,80.31,71.27,1.12,589,10.24,Low,589,534994.59,360085.15,174909.44
